1;0;0,00532
1;1;0,00036
1;2;0,00016
1;3;0,00024
1;4;0,00012
1;5;0,00012
1;6;0,00014
1;7;0,00014
1;8;0,00014
1;9;0,00016
1;10;0,00004
1;11;0,00016
1;12;0,00015
1;13;0,00029
1;14;0,00024
1;15;0,00039
1;16;0,00033
1;17;0,00041
1;18;0,00057
1;19;0,00051
1;20;0,00084
1;21;0,00082
1;22;0,00083
1;23;0,0007
1;24;0,00075
1;25;0,00074
1;26;0,00071
1;27;0,00065
1;28;0,00098
1;29;0,00106
1;30;0,00111
1;31;0,00104
1;32;0,0011
1;33;0,00114
1;34;0,00142
1;35;0,00131
1;36;0,00179
1;37;0,00209
1;38;0,0022
1;39;0,00269
1;40;0,00284
1;41;0,00327
1;42;0,00459
1;43;0,00451
1;44;0,00501
1;45;0,00618
1;46;0,00681
1;47;0,00853
1;48;0,00941
1;49;0,00978
1;50;0,01079
1;51;0,01354
1;52;0,01397
1;53;0,01525
1;54;0,01706
1;55;0,01763
1;56;0,0195
1;57;0,01923
1;58;0,02135
1;59;0,02237
1;60;0,02451
1;61;0,02552
1;62;0,02774
1;63;0,02728
1;64;0,03068
1;65;0,03261
1;66;0,03414
1;67;0,03671
1;68;0,03817
1;69;0,04078
1;70;0,04299
1;71;0,04751
1;72;0,04936
1;73;0,0523
1;74;0,06065
1;75;0,06437
1;76;0,06654
1;77;0,07356
1;78;0,07742
1;79;0,08778
1;80;0,09276
1;81;0,10211
1;82;0,11579
1;83;0,11738
1;84;0,1285
1;85;0,14253
1;86;0,1538
1;87;0,16387
1;88;0,16116
1;89;0,18377
1;90;0,15195
1;91;0,16861
1;92;0,19438
1;93;0,20083
1;94;0,24455
1;95;0,24426
1;96;0,25698
1;97;0,26994
1;98;0,2831
1;99;0,29642
1;100;0,30986
1;101;0,32338
1;102;0,33693
1;103;0,35047
1;104;0,36395
1;105;0,37733
1;106;0,39057
1;107;0,40363
1;108;0,41646
1;109;0,42904
1;110;1
2;0;0,00494
2;1;0,00038
2;2;0,00017
2;3;0,00021
2;4;0,00009
2;5;0,00011
2;6;0,00011
2;7;0,00013
2;8;0,00008
2;9;0,00013
2;10;0,00009
2;11;0,00013
2;12;0,00016
2;13;0,00017
2;14;0,00016
2;15;0,00013
2;16;0,00038
2;17;0,00018
2;18;0,00021
2;19;0,00028
2;20;0,00026
2;21;0,00028
2;22;0,0003
2;23;0,00021
2;24;0,00018
2;25;0,00018
2;26;0,00017
2;27;0,00036
2;28;0,00029
2;29;0,00032
2;30;0,00033
2;31;0,00048
2;32;0,00044
2;33;0,00047
2;34;0,00064
2;35;0,00079
2;36;0,00079
2;37;0,00096
2;38;0,00099
2;39;0,00127
2;40;0,0013
2;41;0,00155
2;42;0,00158
2;43;0,00208
2;44;0,00228
2;45;0,0031
2;46;0,00292
2;47;0,00357
2;48;0,00331
2;49;0,00411
2;50;0,00482
2;51;0,00552
2;52;0,00549
2;53;0,00632
2;54;0,00637
2;55;0,00695
2;56;0,00698
2;57;0,00782
2;58;0,00828
2;59;0,00872
2;60;0,00967
2;61;0,01059
2;62;0,01171
2;63;0,01131
2;64;0,01291
2;65;0,01294
2;66;0,01405
2;67;0,01632
2;68;0,01671
2;69;0,01961
2;70;0,02154
2;71;0,02236
2;72;0,02447
2;73;0,0272
2;74;0,03252
2;75;0,0351
2;76;0,03655
2;77;0,04483
2;78;0,05012
2;79;0,05435
2;80;0,06332
2;81;0,06959
2;82;0,0813
2;83;0,08729
2;84;0,09655
2;85;0,10878
2;86;0,1192
2;87;0,13526
2;88;0,13966
2;89;0,16399
2;90;0,1409
2;91;0,16955
2;92;0,19846
2;93;0,20919
2;94;0,24252
2;95;0,24967
2;96;0,2678
2;97;0,28635
2;98;0,3052
2;99;0,32424
2;100;0,34333
2;101;0,36236
2;102;0,3812
2;103;0,39973
2;104;0,41784
2;105;0,43544
2;106;0,45243
2;107;0,46874
2;108;0,48431
2;109;0,49909
2;110;1
